Product;Min. Price;Max. Price;Link;Form Factor;Socket;Chipset;Memory slots;Connectors;Expansion
ASRock B760M PG SONIC WiFi;£132.99;£169.99;e-catalog.co.uk/ASROCK-B760M-PG-SONIC-WIFI.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock B550M Steel Legend;£124.99;£189.22;e-catalog.co.uk/ASROCK-B550M-STEEL-LEGEND.htm;micro-ATX;AMD AM4;AMD B550;4 х DDR4, 4733 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Gigabyte B850 AORUS ELITE WIFI7 ICE;£218.99;£250.67;e-catalog.co.uk/GIGABYTE-B850-AORUS-ELITE-WIFI7-ICE.htm;ATX;AMD AM5;AMD B850;4 х DDR5, 8200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte B560M DS3H V3;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B560M-DS3H-V3.htm;micro-ATX;Intel LGA 1200;Intel B560;4 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 2
Asus PRIME B450-PLUS;£78.31;£132.79;e-catalog.co.uk/ASUS-PRIME-B450-PLUS.htm;ATX;AMD AM4;AMD B450;4 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 3, PCI-E 16x - 2
MSI MEG X870E GODLIKE;£1,129.99;£2,100.00;e-catalog.co.uk/MSI-MEG-X870E-GODLIKE.htm;E-ATX;AMD AM5;AMD X870E;4 х DDR5, 8400 MHz;M.2;PCI-E 4x - 1, PCI-E 16x - 2
ASRock X670E Pro RS;£232.59;£435.99;e-catalog.co.uk/ASROCK-X670E-PRO-RS.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Asus ROG STRIX X870-I GAMING WIFI;£389.99;£477.20;e-catalog.co.uk/ASUS-ROG-STRIX-X870-I-GAMING-WIFI.htm;mini-ITX;AMD AM5;AMD X870;2 х DDR5, 8400 MHz;HDMI, M.2;PCI-E 16x - 1
MSI MEG X670E GODLIKE;Price not available;Price not available;e-catalog.co.uk/MSI-MEG-X670E-GODLIKE.htm;E-ATX;AMD AM5;AMD X670;4 х DDR5, 6666 MHz;M.2;PCI-E 16x - 3
ASRock H310CM-DVS;£42.49;£74.22;e-catalog.co.uk/ASROCK-H310CM-DVS.htm;micro-ATX;Intel LGA 1151 v2;Intel H310;2 х DDR4, 2666 MHz;;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B850I AORUS PRO;£257.78;£289.99;e-catalog.co.uk/GIGABYTE-B850I-AORUS-PRO.htm;mini-ITX;AMD AM5;AMD B850;2 х DDR5, 8400 MHz;HDMI, M.2;PCI-E 16x - 1
Gigabyte A620M H;£79.99;£100.16;e-catalog.co.uk/GIGABYTE-A620M-H.htm;micro-ATX;AMD AM5;AMD A620;2 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock A520M-HDV;£53.49;£72.73;e-catalog.co.uk/ASROCK-A520M-HDV.htm;micro-ATX;AMD AM4;AMD A520;2 х DDR4, 4733 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Asus TUF GAMING X670E-PLUS WIFI;£289.99;£328.42;e-catalog.co.uk/ASUS-TUF-GAMING-X670E-PLUS-WIFI.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 4x - 1, PCI-E 16x - 2
Gigabyte Z890 AORUS ELITE WIFI7;£263.99;£549.24;e-catalog.co.uk/GIGABYTE-Z890-AORUS-ELITE-WIFI7.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8800 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 3
ASRock Z790 LiveMixer;£208.99;£379.99;e-catalog.co.uk/ASROCK-Z790-LIVEMIXER.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 6800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Gigabyte Z790 AORUS PRO X WIFI7;£289.99;£339.00;e-catalog.co.uk/GIGABYTE-Z790-AORUS-PRO-X-WIFI7.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8266 MHz;HDMI, M.2;PCI-E 16x - 3
Asus TUF GAMING B550M-PLUS (WI-FI);Price not available;Price not available;e-catalog.co.uk/ASUS-TUF-GAMING-B550M-PLUS--WI-FI-.htm;micro-ATX;AMD AM4;AMD B550;4 х DDR4, 4400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus TUF GAMING A620M-PLUS;£116.28;£133.50;e-catalog.co.uk/ASUS-TUF-GAMING-A620M-PLUS.htm;micro-ATX;AMD AM5;AMD A620;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
MSI PRO A620M-B;£86.35;£118.49;e-catalog.co.uk/MSI-PRO-A620M-B.htm;micro-ATX;AMD AM5;AMD A620;2 х DDR5, 6800 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock B760M Pro RS;£118.99;£194.00;e-catalog.co.uk/ASROCK-B760M-PRO-RS.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
ASRock B450M Pro4;Price not available;Price not available;e-catalog.co.uk/ASROCK-B450M-PRO4.htm;micro-ATX;AMD AM4;AMD B450;4 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 2
ASRock B850 Pro-A WiFi;£167.99;£176.99;e-catalog.co.uk/ASROCK-B850-PRO-A-WIFI.htm;ATX;AMD AM5;AMD B850;4 х DDR5, 8000 MHz;HDMI, M.2;PCI-E 16x - 2
ASRock B760M PG Lightning DDR5;£104.99;£120.19;e-catalog.co.uk/ASROCK-B760M-PG-LIGHTNING-DDR5.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Asus ROG STRIX X670E-E GAMING WIFI;£289.99;£504.60;e-catalog.co.uk/ASUS-ROG-STRIX-X670E-E-GAMING-WIFI.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
MSI B850 GAMING PLUS WIFI;£179.99;£208.48;e-catalog.co.uk/MSI-B850-GAMING-PLUS-WIFI.htm;ATX;AMD AM5;AMD B850;4 х DDR5, 8200 MHz;DisplayPort, M.2;PCI-E 16x - 4
Gigabyte Z790 AORUS ELITE X WIFI7;£226.92;£305.50;e-catalog.co.uk/GIGABYTE-Z790-AORUS-ELITE-X-WIFI7.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8266 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
MSI PRO B840-P WIFI;£144.02;£163.36;e-catalog.co.uk/MSI-PRO-B840-P-WIFI.htm;ATX;AMD AM5;AMD B840;4 х DDR5, 8000 MHz;HDMI, M.2;PCI-E 16x - 5
Gigabyte B760 AORUS ELITE AX DDR5;£169.99;£218.44;e-catalog.co.uk/GIGABYTE-B760-AORUS-ELITE-AX-DDR5.htm;ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
ASRock B650E PG-ITX WiFi;£255.57;£444.00;e-catalog.co.uk/ASROCK-B650E-PG-ITX-WIFI.htm;mini-ITX;AMD AM5;AMD B650E;2 х DDR5, 6400 MHz;HDMI, M.2;PCI-E 16x - 1
ASRock A620I Lightning WiFi;£143.83;£169.99;e-catalog.co.uk/ASROCK-A620I-LIGHTNING-WIFI.htm;mini-ITX;AMD AM5;AMD A620;2 х DDR5, 7200 MHz;HDMI, M.2;PCI-E 16x - 1
ASRock Z790 Riptide WiFi;£203.54;£395.99;e-catalog.co.uk/ASROCK-Z790-RIPTIDE-WIFI.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus ROG STRIX X870-A GAMING WIFI;£355.20;£425.31;e-catalog.co.uk/ASUS-ROG-STRIX-X870-A-GAMING-WIFI.htm;ATX;AMD AM5;AMD X870;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
MSI PRO Z790-P WIFI DDR5;£159.99;£214.48;e-catalog.co.uk/MSI-PRO-Z790-P-WIFI-DDR5.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7000 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Asus ProArt Z890-CREATOR WIFI;£511.00;£652.20;e-catalog.co.uk/ASUS-PROART-Z890-CREATOR-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Asus PRIME X670-P WIFI;£205.99;£280.49;e-catalog.co.uk/ASUS-PRIME-X670-P-WIFI.htm;ATX;AMD AM5;AMD X670;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Gigabyte H610M H V2 DDR4;£74.99;£76.99;e-catalog.co.uk/GIGABYTE-H610M-H-V2-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
MSI B760M PROJECT ZERO;£186.49;£228.53;e-catalog.co.uk/MSI-B760M-PROJECT-ZERO.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Gigabyte Z790 AORUS XTREME X ICE;£1,599.00;£1,633.82;e-catalog.co.uk/GIGABYTE-Z790-AORUS-XTREME-X-ICE.htm;E-ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8266 MHz;Thunderbolt 4, M.2;PCI-E 16x - 2
Gigabyte Z790 AORUS PRO X;£298.42;£419.99;e-catalog.co.uk/GIGABYTE-Z790-AORUS-PRO-X.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8266 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
MSI PRO Z890-P WIFI;£219.98;£259.44;e-catalog.co.uk/MSI-PRO-Z890-P-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9200 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Asus PRIME H610M-K DDR4;£64.99;£104.79;e-catalog.co.uk/ASUS-PRIME-H610M-K-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H610M-HDV/M.2+ D5;£72.99;£123.99;e-catalog.co.uk/ASROCK-H610M-HDV-M-2PLUS-D5.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR5, 5600 MHz;HDMI, DisplayPort;PCI-E 1x - 1, PCI-E 16x - 1
ASRock B550M PG Riptide;£98.99;£224.00;e-catalog.co.uk/ASROCK-B550M-PG-RIPTIDE.htm;micro-ATX;AMD AM4;AMD B550;4 х DDR4, 4733 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
ASRock Z890 Pro-A;£182.99;£194.55;e-catalog.co.uk/ASROCK-Z890-PRO-A.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8666 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 1x - 1, PCI-E 4x - 2, PCI-E 16x - 1
ASRock X570 Phantom Gaming 4S;Price not available;Price not available;e-catalog.co.uk/ASROCK-X570-PHANTOM-GAMING-4S.htm;ATX;AMD AM4;AMD X570;4 х DDR4, 4600 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 2
Biostar TZ590-BTC DUO;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-TZ590-BTC-DUO.htm;ATX;Intel LGA 1200;Intel Z590;4 х DDR4, 3600 MHz;HDMI, M.2;PCI-E 1x - 8, PCI-E 16x - 1
Gigabyte B850 GAMING X WIFI6E;£179.39;£208.67;e-catalog.co.uk/GIGABYTE-B850-GAMING-X-WIFI6E.htm;ATX;AMD AM5;AMD B850;4 х DDR5, 8200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Biostar B760A-SILVER;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-B760A-SILVER.htm;ATX;Intel LGA 1700;Intel B760;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 2
ASRock B550 PG Riptide;£112.99;£126.11;e-catalog.co.uk/ASROCK-B550-PG-RIPTIDE.htm;ATX;AMD AM4;AMD B550;4 х DDR4, 4933 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 3
MSI B550 GAMING GEN3;£93.99;£136.87;e-catalog.co.uk/MSI-B550-GAMING-GEN3.htm;ATX;AMD AM4;AMD B550;4 х DDR4, 4400 MHz;HDMI, M.2;PCI-E 1x - 4, PCI-E 16x - 2
Gigabyte A620M DS3H;£89.99;£126.23;e-catalog.co.uk/GIGABYTE-A620M-DS3H.htm;micro-ATX;AMD AM5;AMD A620;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte A520M DS3H V2;£46.99;£74.42;e-catalog.co.uk/GIGABYTE-A520M-DS3H-V2.htm;micro-ATX;AMD AM4;AMD A520;4 х DDR4, 4733 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Asus TUF GAMING B860-PLUS WIFI;£237.49;£305.99;e-catalog.co.uk/ASUS-TUF-GAMING-B860-PLUS-WIFI.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus PRIME Z790-A WIFI;£234.57;£509.99;e-catalog.co.uk/ASUS-PRIME-Z790-A-WIFI.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 4x - 1, PCI-E 16x - 2
Asus PRIME H610M-R D4-SI;£73.99;£93.18;e-catalog.co.uk/ASUS-PRIME-H610M-R-D4-SI.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Asus PRIME A520M-A II/CSM;£63.95;£80.88;e-catalog.co.uk/ASUS-PRIME-A520M-A-II-CSM.htm;micro-ATX;AMD AM4;AMD A520;4 х DDR4, 4866 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte B760M AORUS ELITE X AX;£173.87;£185.58;e-catalog.co.uk/GIGABYTE-B760M-AORUS-ELITE-X-AX.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 8266 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
MSI Z890 GAMING PLUS WIFI;£236.99;£465.13;e-catalog.co.uk/MSI-Z890-GAMING-PLUS-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9200 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Asus ROG STRIX Z890-F GAMING WIFI;£446.99;£505.45;e-catalog.co.uk/ASUS-ROG-STRIX-Z890-F-GAMING-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8600 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 2
Asus PRIME B760M-K DDR5;£104.99;£180.14;e-catalog.co.uk/ASUS-PRIME-B760M-K-DDR5.htm;micro-ATX;Intel LGA 1700;Intel B760;2 х DDR5, 8000 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
ASRock N100DC-ITX;£127.44;£135.34;e-catalog.co.uk/ASROCK-N100DC-ITX.htm;mini-ITX;embedded intel;;1 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 4x - 1
MSI MPG B850 EDGE TI WIFI;£264.59;£470.00;e-catalog.co.uk/MSI-MPG-B850-EDGE-TI-WIFI.htm;ATX;AMD AM5;AMD B850;4 х DDR5, 8400 MHz;HDMI, M.2;PCI-E 16x - 3
Gigabyte X870 GAMING X WIFI7;£232.97;£263.00;e-catalog.co.uk/GIGABYTE-X870-GAMING-X-WIFI7.htm;ATX;AMD AM5;AMD X870;4 х DDR5, 8000 MHz;HDMI, M.2;PCI-E 16x - 3
Asus TUF GAMING B760M-E D4;£133.16;£140.99;e-catalog.co.uk/ASUS-TUF-GAMING-B760M-E-D4.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus ROG STRIX Z890-E GAMING WIFI;£522.99;£559.99;e-catalog.co.uk/ASUS-ROG-STRIX-Z890-E-GAMING-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8800 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 2
Asus ROG STRIX B860-A GAMING WIFI;£268.99;£344.88;e-catalog.co.uk/ASUS-ROG-STRIX-B860-A-GAMING-WIFI.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
MSI PRO B650M-A WIFI;£149.99;£228.03;e-catalog.co.uk/MSI-PRO-B650M-A-WIFI.htm;micro-ATX;AMD AM5;AMD B650;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Asus PRIME Z790-P WIFI DDR5;£199.99;£298.81;e-catalog.co.uk/ASUS-PRIME-Z790-P-WIFI-DDR5.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 4
MSI MAG B650M MORTAR WIFI;£179.98;£231.99;e-catalog.co.uk/MSI-MAG-B650M-MORTAR-WIFI.htm;micro-ATX;AMD AM5;AMD B650;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI B840 GAMING PLUS WIFI;£153.99;£165.76;e-catalog.co.uk/MSI-B840-GAMING-PLUS-WIFI.htm;ATX;AMD AM5;AMD B840;4 х DDR5, 8000 MHz;HDMI, M.2;PCI-E 16x - 5
Gigabyte B650 AORUS ELITE AX;£147.99;£218.99;e-catalog.co.uk/GIGABYTE-B650-AORUS-ELITE-AX.htm;ATX;AMD AM5;AMD B650;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
MSI A520M PRO;£54.99;£116.58;e-catalog.co.uk/MSI-A520M-PRO.htm;micro-ATX;AMD AM4;AMD A520;2 х DDR4, 4600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte Z790 AORUS ELITE AX DDR5;£222.48;£328.00;e-catalog.co.uk/GIGABYTE-Z790-AORUS-ELITE-AX-DDR5.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Asus Pro H610M-C-CSM;£110.78;£189.92;e-catalog.co.uk/ASUS-PRO-H610M-C-CSM.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR5, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Asus PRIME B550-PLUS;£108.49;£159.00;e-catalog.co.uk/ASUS-PRIME-B550-PLUS.htm;ATX;AMD AM4;AMD B550;4 х DDR4, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 3, PCI-E 16x - 2
NZXT N7 B650E Black;£199.99;£268.16;e-catalog.co.uk/NZXT-N7-B650E-BLACK.htm;ATX;AMD AM5;AMD B650E;4 х DDR5, 6000 MHz;HDMI, M.2;PCI-E 16x - 3
MSI MEG Z890 ACE;£599.99;£712.74;e-catalog.co.uk/MSI-MEG-Z890-ACE.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9200 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 16x - 3
ASRock B850 LiveMixer WiFi;£194.99;£226.22;e-catalog.co.uk/ASROCK-B850-LIVEMIXER-WIFI.htm;ATX;AMD AM5;AMD B850;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte B650 GAMING X AX;£149.99;£178.18;e-catalog.co.uk/GIGABYTE-B650-GAMING-X-AX.htm;ATX;AMD AM5;AMD B650;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte Z790 AORUS ELITE DDR4;£184.85;£261.32;e-catalog.co.uk/GIGABYTE-Z790-AORUS-ELITE-DDR4.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR4, 5333 MHz;HDMI, M.2;PCI-E 16x - 3
ASRock Fatal1ty B450 Gaming-ITX/ac;Price not available;Price not available;e-catalog.co.uk/ASROCK-FATAL1TY-B450-GAMING-ITX-AC.htm;mini-ITX;AMD AM4;AMD B450;2 х DDR4, 3466 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
ASRock Z890 Lightning WiFi;£224.99;£489.00;e-catalog.co.uk/ASROCK-Z890-LIGHTNING-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9066 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 4x - 1, PCI-E 16x - 2
Asus ROG STRIX Z790-F GAMING WIFI II;£330.65;£629.99;e-catalog.co.uk/ASUS-ROG-STRIX-Z790-F-GAMING-WIFI-II.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
ASRock B760M Steel Legend WiFi;£146.49;£189.99;e-catalog.co.uk/ASROCK-B760M-STEEL-LEGEND-WIFI.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B650 AERO G;£230.23;£264.49;e-catalog.co.uk/GIGABYTE-B650-AERO-G.htm;ATX;AMD AM5;AMD B650;4 х DDR5, 6600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Gigabyte Z890 AORUS MASTER;£486.43;£1,103.93;e-catalog.co.uk/GIGABYTE-Z890-AORUS-MASTER.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 9500 MHz;HDMI, M.2;PCI-E 16x - 3
Gigabyte X670 GAMING X AX V2;£219.96;£254.74;e-catalog.co.uk/GIGABYTE-X670-GAMING-X-AX-V2.htm;ATX;AMD AM5;AMD X670;4 х DDR5, 8000 MHz;HDMI, M.2;PCI-E 16x - 3
Asus ROG STRIX Z890-A GAMING WIFI;£369.99;£453.33;e-catalog.co.uk/ASUS-ROG-STRIX-Z890-A-GAMING-WIFI.htm;ATX;Intel LGA 1851;Intel Z890;4 х DDR5, 8600 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 2
Asus ROG STRIX B860-I GAMING WIFI;£275.57;£316.07;e-catalog.co.uk/ASUS-ROG-STRIX-B860-I-GAMING-WIFI.htm;mini-ITX;Intel LGA 1851;Intel B860;2 х DDR5, 9066 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 1
ASRock H510M-H2/M.2 SE;£54.99;£68.16;e-catalog.co.uk/ASROCK-H510M-H2-M-2-SE.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock B550 Steel Legend;£139.99;£225.00;e-catalog.co.uk/ASROCK-B550-STEEL-LEGEND.htm;ATX;AMD AM4;AMD B550;4 х DDR4, 4733 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 2
Asus PRIME H610M-A D4-CSM;£83.49;£125.81;e-catalog.co.uk/ASUS-PRIME-H610M-A-D4-CSM.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Asus PRIME H510M-R;£60.99;£62.99;e-catalog.co.uk/ASUS-PRIME-H510M-R.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI;PCI-E 1x - 1, PCI-E 16x - 1
Asus PRIME B860M-K;£139.99;£182.48;e-catalog.co.uk/ASUS-PRIME-B860M-K.htm;micro-ATX;Intel LGA 1851;Intel B860;2 х DDR5, 8800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Asus PRIME B660-PLUS D4;£115.99;£217.57;e-catalog.co.uk/ASUS-PRIME-B660-PLUS-D4.htm;ATX;Intel LGA 1700;Intel B660;4 х DDR4, 5066 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 2
MSI MPG Z790 EDGE TI MAX WIFI;£244.21;£349.99;e-catalog.co.uk/MSI-MPG-Z790-EDGE-TI-MAX-WIFI.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI MPG B650 EDGE WIFI;£199.98;£258.65;e-catalog.co.uk/MSI-MPG-B650-EDGE-WIFI.htm;ATX;AMD AM5;AMD B650;4 х DDR5, 6600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
Gigabyte B760 GAMING X DDR4;£108.99;£172.38;e-catalog.co.uk/GIGABYTE-B760-GAMING-X-DDR4.htm;ATX;Intel LGA 1700;Intel B760;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte B650M S2H;£93.99;£126.61;e-catalog.co.uk/GIGABYTE-B650M-S2H.htm;micro-ATX;AMD AM5;AMD B650;2 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
MSI Z790 PROJECT ZERO;£258.97;£280.88;e-catalog.co.uk/MSI-Z790-PROJECT-ZERO.htm;ATX;Intel LGA 1700;;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
Gigabyte Z790 D DDR5;£154.74;£164.23;e-catalog.co.uk/GIGABYTE-Z790-D-DDR5.htm;ATX;Intel LGA 1700;Intel Z790;4 х DDR5, 7600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 3
Gigabyte X670 AORUS ELITE AX;£151.99;£289.94;e-catalog.co.uk/GIGABYTE-X670-AORUS-ELITE-AX.htm;ATX;AMD AM5;AMD X670;4 х DDR5, 6600 MHz;HDMI, M.2;PCI-E 16x - 3
Asus ROG STRIX X670E-A GAMING WIFI;£260.99;£404.76;e-catalog.co.uk/ASUS-ROG-STRIX-X670E-A-GAMING-WIFI.htm;ATX;AMD AM5;AMD X670E;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
